par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PARV2_006,PARV2_171,PARV2_166,PARV2_006 → PARV2_171 → PARV2_166 → PARV2_006,2.023,0.674,3_pares
PARV2_179,PARV2_193,PARV2_200,PARV2_179 → PARV2_193 → PARV2_200 → PARV2_179,2.023,0.674,3_pares
PARV2_074,PARV2_148,PARV2_182,PARV2_074 → PARV2_148 → PARV2_182 → PARV2_074,2.023,0.674,3_pares
PARV2_074,PARV2_146,PARV2_129,PARV2_074 → PARV2_146 → PARV2_129 → PARV2_074,2.023,0.674,3_pares
PARV2_006,PARV2_074,PARV2_087,PARV2_006 → PARV2_074 → PARV2_087 → PARV2_006,2.023,0.674,3_pares
PARV2_063,PARV2_199,PARV2_166,PARV2_063 → PARV2_199 → PARV2_166 → PARV2_063,2.023,0.674,3_pares
PARV2_006,PARV2_221,PARV2_198,PARV2_006 → PARV2_221 → PARV2_198 → PARV2_006,2.023,0.674,3_pares
PARV2_032,PARV2_072,PARV2_074,PARV2_032 → PARV2_072 → PARV2_074 → PARV2_032,2.023,0.674,3_pares
PARV2_074,PARV2_218,PARV2_136,PARV2_074 → PARV2_218 → PARV2_136 → PARV2_074,2.023,0.674,3_pares
PARV2_074,PARV2_107,PARV2_136,PARV2_074 → PARV2_107 → PARV2_136 → PARV2_074,2.023,0.674,3_pares
PARV2_107,PARV2_202,PARV2_239,PARV2_107 → PARV2_202 → PARV2_239 → PARV2_107,2.023,0.674,3_pares
PARV2_074,PARV2_141,PARV2_182,PARV2_074 → PARV2_141 → PARV2_182 → PARV2_074,2.022,0.674,3_pares
PARV2_129,PARV2_193,PARV2_218,PARV2_129 → PARV2_193 → PARV2_218 → PARV2_129,2.022,0.674,3_pares
PARV2_193,PARV2_204,PARV2_244,PARV2_193 → PARV2_204 → PARV2_244 → PARV2_193,2.022,0.674,3_pares
PARV2_122,PARV2_204,PARV2_138,PARV2_122 → PARV2_204 → PARV2_138 → PARV2_122,2.022,0.674,3_pares
PARV2_159,PARV2_210,PARV2_204,PARV2_159 → PARV2_210 → PARV2_204 → PARV2_159,2.022,0.674,3_pares
PARV2_065,PARV2_239,PARV2_192,PARV2_065 → PARV2_239 → PARV2_192 → PARV2_065,2.022,0.674,3_pares
PARV2_049,PARV2_134,PARV2_074,PARV2_049 → PARV2_134 → PARV2_074 → PARV2_049,2.022,0.674,3_pares
PARV2_142,PARV2_159,PARV2_166,PARV2_142 → PARV2_159 → PARV2_166 → PARV2_142,2.022,0.674,3_pares
PARV2_070,PARV2_159,PARV2_108,PARV2_070 → PARV2_159 → PARV2_108 → PARV2_070,2.022,0.674,3_pares
PARV2_098,PARV2_204,PARV2_225,PARV2_098 → PARV2_204 → PARV2_225 → PARV2_098,2.022,0.674,3_pares
PARV2_116,PARV2_193,PARV2_159,PARV2_116 → PARV2_193 → PARV2_159 → PARV2_116,2.022,0.674,3_pares
PARV2_121,PARV2_204,PARV2_216,PARV2_121 → PARV2_204 → PARV2_216 → PARV2_121,2.022,0.674,3_pares
PARV2_065,PARV2_171,PARV2_218,PARV2_065 → PARV2_171 → PARV2_218 → PARV2_065,2.022,0.674,3_pares
PARV2_035,PARV2_166,PARV2_125,PARV2_035 → PARV2_166 → PARV2_125 → PARV2_035,2.022,0.674,3_pares
PARV2_032,PARV2_041,PARV2_239,PARV2_032 → PARV2_041 → PARV2_239 → PARV2_032,2.022,0.674,3_pares
PARV2_032,PARV2_108,PARV2_159,PARV2_032 → PARV2_108 → PARV2_159 → PARV2_032,2.022,0.674,3_pares
PARV2_032,PARV2_216,PARV2_159,PARV2_032 → PARV2_216 → PARV2_159 → PARV2_032,2.022,0.674,3_pares
PARV2_159,PARV2_171,PARV2_193,PARV2_159 → PARV2_171 → PARV2_193 → PARV2_159,2.022,0.674,3_pares
PARV2_001,PARV2_171,PARV2_204,PARV2_001 → PARV2_171 → PARV2_204 → PARV2_001,2.022,0.674,3_pares
PARV2_129,PARV2_198,PARV2_239,PARV2_129 → PARV2_198 → PARV2_239 → PARV2_129,2.021,0.674,3_pares
PARV2_001,PARV2_074,PARV2_235,PARV2_001 → PARV2_074 → PARV2_235 → PARV2_001,2.021,0.674,3_pares
PARV2_021,PARV2_159,PARV2_154,PARV2_021 → PARV2_159 → PARV2_154 → PARV2_021,2.021,0.674,3_pares
PARV2_074,PARV2_193,PARV2_143,PARV2_074 → PARV2_193 → PARV2_143 → PARV2_074,2.021,0.674,3_pares
PARV2_063,PARV2_090,PARV2_202,PARV2_063 → PARV2_090 → PARV2_202 → PARV2_063,2.021,0.674,3_pares
PARV2_134,PARV2_166,PARV2_164,PARV2_134 → PARV2_166 → PARV2_164 → PARV2_134,2.021,0.674,3_pares
PARV2_133,PARV2_134,PARV2_204,PARV2_133 → PARV2_134 → PARV2_204 → PARV2_133,2.021,0.674,3_pares
PARV2_014,PARV2_171,PARV2_049,PARV2_014 → PARV2_171 → PARV2_049 → PARV2_014,2.021,0.674,3_pares
PARV2_166,PARV2_193,PARV2_179,PARV2_166 → PARV2_193 → PARV2_179 → PARV2_166,2.021,0.674,3_pares
PARV2_198,PARV2_239,PARV2_219,PARV2_198 → PARV2_239 → PARV2_219 → PARV2_198,2.021,0.674,3_pares
PARV2_108,PARV2_142,PARV2_238,PARV2_108 → PARV2_142 → PARV2_238 → PARV2_108,2.021,0.674,3_pares
PARV2_177,PARV2_239,PARV2_235,PARV2_177 → PARV2_239 → PARV2_235 → PARV2_177,2.021,0.674,3_pares
PARV2_142,PARV2_204,PARV2_216,PARV2_142 → PARV2_204 → PARV2_216 → PARV2_142,2.021,0.674,3_pares
PARV2_111,PARV2_116,PARV2_182,PARV2_111 → PARV2_116 → PARV2_182 → PARV2_111,2.021,0.674,3_pares
PARV2_049,PARV2_239,PARV2_174,PARV2_049 → PARV2_239 → PARV2_174 → PARV2_049,2.021,0.674,3_pares
PARV2_060,PARV2_238,PARV2_108,PARV2_060 → PARV2_238 → PARV2_108 → PARV2_060,2.02,0.673,3_pares
PARV2_108,PARV2_133,PARV2_159,PARV2_108 → PARV2_133 → PARV2_159 → PARV2_108,2.02,0.673,3_pares
PARV2_127,PARV2_159,PARV2_179,PARV2_127 → PARV2_159 → PARV2_179 → PARV2_127,2.02,0.673,3_pares
PARV2_049,PARV2_239,PARV2_235,PARV2_049 → PARV2_239 → PARV2_235 → PARV2_049,2.02,0.673,3_pares
PARV2_113,PARV2_239,PARV2_159,PARV2_113 → PARV2_239 → PARV2_159 → PARV2_113,2.02,0.673,3_pares
PARV2_014,PARV2_239,PARV2_181,PARV2_014 → PARV2_239 → PARV2_181 → PARV2_014,2.02,0.673,3_pares
PARV2_006,PARV2_200,PARV2_079,PARV2_006 → PARV2_200 → PARV2_079 → PARV2_006,2.02,0.673,3_pares
PARV2_021,PARV2_146,PARV2_108,PARV2_021 → PARV2_146 → PARV2_108 → PARV2_021,2.02,0.673,3_pares
PARV2_032,PARV2_198,PARV2_138,PARV2_032 → PARV2_198 → PARV2_138 → PARV2_032,2.02,0.673,3_pares
PARV2_135,PARV2_171,PARV2_218,PARV2_135 → PARV2_171 → PARV2_218 → PARV2_135,2.02,0.673,3_pares
PARV2_116,PARV2_200,PARV2_204,PARV2_116 → PARV2_200 → PARV2_204 → PARV2_116,2.02,0.673,3_pares
PARV2_108,PARV2_127,PARV2_238,PARV2_108 → PARV2_127 → PARV2_238 → PARV2_108,2.02,0.673,3_pares
PARV2_074,PARV2_159,PARV2_121,PARV2_074 → PARV2_159 → PARV2_121 → PARV2_074,2.02,0.673,3_pares
PARV2_006,PARV2_107,PARV2_069,PARV2_006 → PARV2_107 → PARV2_069 → PARV2_006,2.02,0.673,3_pares
PARV2_074,PARV2_159,PARV2_116,PARV2_074 → PARV2_159 → PARV2_116 → PARV2_074,2.02,0.673,3_pares
PARV2_006,PARV2_134,PARV2_204,PARV2_006 → PARV2_134 → PARV2_204 → PARV2_006,2.019,0.673,3_pares
PARV2_006,PARV2_181,PARV2_198,PARV2_006 → PARV2_181 → PARV2_198 → PARV2_006,2.019,0.673,3_pares
PARV2_013,PARV2_193,PARV2_146,PARV2_013 → PARV2_193 → PARV2_146 → PARV2_013,2.019,0.673,3_pares
PARV2_159,PARV2_181,PARV2_239,PARV2_159 → PARV2_181 → PARV2_239 → PARV2_159,2.019,0.673,3_pares
PARV2_142,PARV2_193,PARV2_204,PARV2_142 → PARV2_193 → PARV2_204 → PARV2_142,2.019,0.673,3_pares
PARV2_068,PARV2_125,PARV2_166,PARV2_068 → PARV2_125 → PARV2_166 → PARV2_068,2.019,0.673,3_pares
PARV2_051,PARV2_074,PARV2_141,PARV2_051 → PARV2_074 → PARV2_141 → PARV2_051,2.019,0.673,3_pares
PARV2_074,PARV2_235,PARV2_087,PARV2_074 → PARV2_235 → PARV2_087 → PARV2_074,2.019,0.673,3_pares
PARV2_121,PARV2_193,PARV2_204,PARV2_121 → PARV2_193 → PARV2_204 → PARV2_121,2.019,0.673,3_pares
PARV2_102,PARV2_159,PARV2_204,PARV2_102 → PARV2_159 → PARV2_204 → PARV2_102,2.019,0.673,3_pares
PARV2_032,PARV2_194,PARV2_074,PARV2_032 → PARV2_194 → PARV2_074 → PARV2_032,2.018,0.673,3_pares
PARV2_079,PARV2_129,PARV2_200,PARV2_079 → PARV2_129 → PARV2_200 → PARV2_079,2.018,0.673,3_pares
PARV2_035,PARV2_159,PARV2_108,PARV2_035 → PARV2_159 → PARV2_108 → PARV2_035,2.018,0.673,3_pares
PARV2_069,PARV2_239,PARV2_209,PARV2_069 → PARV2_239 → PARV2_209 → PARV2_069,2.018,0.673,3_pares
PARV2_074,PARV2_166,PARV2_136,PARV2_074 → PARV2_166 → PARV2_136 → PARV2_074,2.018,0.673,3_pares
PARV2_063,PARV2_070,PARV2_204,PARV2_063 → PARV2_070 → PARV2_204 → PARV2_063,2.018,0.673,3_pares
PARV2_069,PARV2_239,PARV2_139,PARV2_069 → PARV2_239 → PARV2_139 → PARV2_069,2.018,0.673,3_pares
PARV2_193,PARV2_218,PARV2_239,PARV2_193 → PARV2_218 → PARV2_239 → PARV2_193,2.018,0.673,3_pares
PARV2_074,PARV2_244,PARV2_127,PARV2_074 → PARV2_244 → PARV2_127 → PARV2_074,2.018,0.673,3_pares
PARV2_074,PARV2_159,PARV2_133,PARV2_074 → PARV2_159 → PARV2_133 → PARV2_074,2.018,0.673,3_pares
PARV2_129,PARV2_166,PARV2_238,PARV2_129 → PARV2_166 → PARV2_238 → PARV2_129,2.018,0.673,3_pares
PARV2_001,PARV2_074,PARV2_057,PARV2_001 → PARV2_074 → PARV2_057 → PARV2_001,2.018,0.673,3_pares
PARV2_014,PARV2_108,PARV2_177,PARV2_014 → PARV2_108 → PARV2_177 → PARV2_014,2.018,0.673,3_pares
PARV2_164,PARV2_166,PARV2_239,PARV2_164 → PARV2_166 → PARV2_239 → PARV2_164,2.018,0.673,3_pares
PARV2_032,PARV2_159,PARV2_154,PARV2_032 → PARV2_159 → PARV2_154 → PARV2_032,2.018,0.673,3_pares
PARV2_090,PARV2_179,PARV2_200,PARV2_090 → PARV2_179 → PARV2_200 → PARV2_090,2.018,0.673,3_pares
PARV2_079,PARV2_129,PARV2_127,PARV2_079 → PARV2_129 → PARV2_127 → PARV2_079,2.018,0.673,3_pares
PARV2_070,PARV2_204,PARV2_159,PARV2_070 → PARV2_204 → PARV2_159 → PARV2_070,2.018,0.673,3_pares
PARV2_127,PARV2_204,PARV2_138,PARV2_127 → PARV2_204 → PARV2_138 → PARV2_127,2.018,0.673,3_pares
PARV2_065,PARV2_163,PARV2_198,PARV2_065 → PARV2_163 → PARV2_198 → PARV2_065,2.018,0.673,3_pares
PARV2_032,PARV2_246,PARV2_204,PARV2_032 → PARV2_246 → PARV2_204 → PARV2_032,2.017,0.672,3_pares
PARV2_074,PARV2_105,PARV2_143,PARV2_074 → PARV2_105 → PARV2_143 → PARV2_074,2.017,0.672,3_pares
PARV2_063,PARV2_177,PARV2_202,PARV2_063 → PARV2_177 → PARV2_202 → PARV2_063,2.017,0.672,3_pares
PARV2_074,PARV2_244,PARV2_200,PARV2_074 → PARV2_244 → PARV2_200 → PARV2_074,2.017,0.672,3_pares
PARV2_049,PARV2_239,PARV2_098,PARV2_049 → PARV2_239 → PARV2_098 → PARV2_049,2.017,0.672,3_pares
PARV2_014,PARV2_074,PARV2_021,PARV2_014 → PARV2_074 → PARV2_021 → PARV2_014,2.017,0.672,3_pares
PARV2_127,PARV2_170,PARV2_129,PARV2_127 → PARV2_170 → PARV2_129 → PARV2_127,2.017,0.672,3_pares
PARV2_127,PARV2_166,PARV2_164,PARV2_127 → PARV2_166 → PARV2_164 → PARV2_127,2.017,0.672,3_pares
PARV2_110,PARV2_171,PARV2_204,PARV2_110 → PARV2_171 → PARV2_204 → PARV2_110,2.017,0.672,3_pares
PARV2_108,PARV2_204,PARV2_202,PARV2_108 → PARV2_204 → PARV2_202 → PARV2_108,2.017,0.672,3_pares
PARV2_070,PARV2_179,PARV2_200,PARV2_070 → PARV2_179 → PARV2_200 → PARV2_070,2.017,0.672,3_pares
PARV2_074,PARV2_174,PARV2_187,PARV2_074 → PARV2_174 → PARV2_187 → PARV2_074,2.017,0.672,3_pares
PARV2_159,PARV2_219,PARV2_216,PARV2_159 → PARV2_219 → PARV2_216 → PARV2_159,2.017,0.672,3_pares
PARV2_074,PARV2_171,PARV2_127,PARV2_074 → PARV2_171 → PARV2_127 → PARV2_074,2.016,0.672,3_pares
PARV2_074,PARV2_152,PARV2_143,PARV2_074 → PARV2_152 → PARV2_143 → PARV2_074,2.016,0.672,3_pares
PARV2_074,PARV2_246,PARV2_182,PARV2_074 → PARV2_246 → PARV2_182 → PARV2_074,2.016,0.672,3_pares
PARV2_121,PARV2_166,PARV2_235,PARV2_121 → PARV2_166 → PARV2_235 → PARV2_121,2.016,0.672,3_pares
PARV2_006,PARV2_198,PARV2_138,PARV2_006 → PARV2_198 → PARV2_138 → PARV2_006,2.016,0.672,3_pares
PARV2_021,PARV2_193,PARV2_200,PARV2_021 → PARV2_193 → PARV2_200 → PARV2_021,2.016,0.672,3_pares
PARV2_108,PARV2_179,PARV2_198,PARV2_108 → PARV2_179 → PARV2_198 → PARV2_108,2.016,0.672,3_pares
PARV2_006,PARV2_232,PARV2_239,PARV2_006 → PARV2_232 → PARV2_239 → PARV2_006,2.016,0.672,3_pares
PARV2_159,PARV2_204,PARV2_164,PARV2_159 → PARV2_204 → PARV2_164 → PARV2_159,2.016,0.672,3_pares
PARV2_049,PARV2_136,PARV2_074,PARV2_049 → PARV2_136 → PARV2_074 → PARV2_049,2.016,0.672,3_pares
PARV2_098,PARV2_142,PARV2_110,PARV2_098 → PARV2_142 → PARV2_110 → PARV2_098,2.016,0.672,3_pares
PARV2_006,PARV2_235,PARV2_032,PARV2_006 → PARV2_235 → PARV2_032 → PARV2_006,2.016,0.672,3_pares
PARV2_111,PARV2_207,PARV2_182,PARV2_111 → PARV2_207 → PARV2_182 → PARV2_111,2.016,0.672,3_pares
PARV2_006,PARV2_244,PARV2_069,PARV2_006 → PARV2_244 → PARV2_069 → PARV2_006,2.016,0.672,3_pares
PARV2_098,PARV2_142,PARV2_166,PARV2_098 → PARV2_142 → PARV2_166 → PARV2_098,2.016,0.672,3_pares
PARV2_028,PARV2_166,PARV2_125,PARV2_028 → PARV2_166 → PARV2_125 → PARV2_028,2.016,0.672,3_pares
PARV2_065,PARV2_198,PARV2_138,PARV2_065 → PARV2_198 → PARV2_138 → PARV2_065,2.016,0.672,3_pares
PARV2_148,PARV2_193,PARV2_159,PARV2_148 → PARV2_193 → PARV2_159 → PARV2_148,2.016,0.672,3_pares
PARV2_056,PARV2_171,PARV2_218,PARV2_056 → PARV2_171 → PARV2_218 → PARV2_056,2.016,0.672,3_pares
PARV2_166,PARV2_193,PARV2_239,PARV2_166 → PARV2_193 → PARV2_239 → PARV2_166,2.016,0.672,3_pares
PARV2_105,PARV2_182,PARV2_239,PARV2_105 → PARV2_182 → PARV2_239 → PARV2_105,2.016,0.672,3_pares
PARV2_179,PARV2_204,PARV2_194,PARV2_179 → PARV2_204 → PARV2_194 → PARV2_179,2.016,0.672,3_pares
PARV2_133,PARV2_142,PARV2_166,PARV2_133 → PARV2_142 → PARV2_166 → PARV2_133,2.015,0.672,3_pares
PARV2_065,PARV2_127,PARV2_243,PARV2_065 → PARV2_127 → PARV2_243 → PARV2_065,2.015,0.672,3_pares
PARV2_074,PARV2_142,PARV2_127,PARV2_074 → PARV2_142 → PARV2_127 → PARV2_074,2.015,0.672,3_pares
PARV2_006,PARV2_159,PARV2_154,PARV2_006 → PARV2_159 → PARV2_154 → PARV2_006,2.015,0.672,3_pares
PARV2_074,PARV2_204,PARV2_134,PARV2_074 → PARV2_204 → PARV2_134 → PARV2_074,2.015,0.672,3_pares
PARV2_098,PARV2_204,PARV2_181,PARV2_098 → PARV2_204 → PARV2_181 → PARV2_098,2.015,0.672,3_pares
PARV2_098,PARV2_159,PARV2_204,PARV2_098 → PARV2_159 → PARV2_204 → PARV2_098,2.015,0.672,3_pares
PARV2_006,PARV2_221,PARV2_159,PARV2_006 → PARV2_221 → PARV2_159 → PARV2_006,2.015,0.672,3_pares
PARV2_049,PARV2_134,PARV2_142,PARV2_049 → PARV2_134 → PARV2_142 → PARV2_049,2.015,0.672,3_pares
PARV2_014,PARV2_138,PARV2_244,PARV2_014 → PARV2_138 → PARV2_244 → PARV2_014,2.015,0.672,3_pares
PARV2_074,PARV2_204,PARV2_142,PARV2_074 → PARV2_204 → PARV2_142 → PARV2_074,2.015,0.672,3_pares
PARV2_006,PARV2_212,PARV2_204,PARV2_006 → PARV2_212 → PARV2_204 → PARV2_006,2.015,0.672,3_pares
PARV2_135,PARV2_171,PARV2_159,PARV2_135 → PARV2_171 → PARV2_159 → PARV2_135,2.015,0.672,3_pares
PARV2_013,PARV2_079,PARV2_239,PARV2_013 → PARV2_079 → PARV2_239 → PARV2_013,2.015,0.672,3_pares
PARV2_072,PARV2_090,PARV2_202,PARV2_072 → PARV2_090 → PARV2_202 → PARV2_072,2.015,0.672,3_pares
PARV2_049,PARV2_174,PARV2_105,PARV2_049 → PARV2_174 → PARV2_105 → PARV2_049,2.014,0.671,3_pares
PARV2_127,PARV2_159,PARV2_177,PARV2_127 → PARV2_159 → PARV2_177 → PARV2_127,2.014,0.671,3_pares
PARV2_032,PARV2_111,PARV2_204,PARV2_032 → PARV2_111 → PARV2_204 → PARV2_032,2.014,0.671,3_pares
PARV2_074,PARV2_105,PARV2_134,PARV2_074 → PARV2_105 → PARV2_134 → PARV2_074,2.014,0.671,3_pares
PARV2_138,PARV2_159,PARV2_146,PARV2_138 → PARV2_159 → PARV2_146 → PARV2_138,2.014,0.671,3_pares
PARV2_125,PARV2_148,PARV2_159,PARV2_125 → PARV2_148 → PARV2_159 → PARV2_125,2.014,0.671,3_pares
PARV2_006,PARV2_212,PARV2_074,PARV2_006 → PARV2_212 → PARV2_074 → PARV2_006,2.014,0.671,3_pares
PARV2_138,PARV2_194,PARV2_146,PARV2_138 → PARV2_194 → PARV2_146 → PARV2_138,2.014,0.671,3_pares
PARV2_074,PARV2_239,PARV2_102,PARV2_074 → PARV2_239 → PARV2_102 → PARV2_074,2.014,0.671,3_pares
PARV2_063,PARV2_204,PARV2_202,PARV2_063 → PARV2_204 → PARV2_202 → PARV2_063,2.014,0.671,3_pares
PARV2_049,PARV2_193,PARV2_179,PARV2_049 → PARV2_193 → PARV2_179 → PARV2_049,2.014,0.671,3_pares
PARV2_139,PARV2_239,PARV2_159,PARV2_139 → PARV2_239 → PARV2_159 → PARV2_139,2.014,0.671,3_pares
PARV2_049,PARV2_193,PARV2_239,PARV2_049 → PARV2_193 → PARV2_239 → PARV2_049,2.014,0.671,3_pares
PARV2_051,PARV2_138,PARV2_065,PARV2_051 → PARV2_138 → PARV2_065 → PARV2_051,2.014,0.671,3_pares
PARV2_108,PARV2_159,PARV2_146,PARV2_108 → PARV2_159 → PARV2_146 → PARV2_108,2.014,0.671,3_pares
PARV2_060,PARV2_125,PARV2_204,PARV2_060 → PARV2_125 → PARV2_204 → PARV2_060,2.013,0.671,3_pares
PARV2_004,PARV2_074,PARV2_232,PARV2_004 → PARV2_074 → PARV2_232 → PARV2_004,2.013,0.671,3_pares
PARV2_049,PARV2_203,PARV2_098,PARV2_049 → PARV2_203 → PARV2_098 → PARV2_049,2.013,0.671,3_pares
PARV2_074,PARV2_159,PARV2_219,PARV2_074 → PARV2_159 → PARV2_219 → PARV2_074,2.013,0.671,3_pares
PARV2_006,PARV2_108,PARV2_079,PARV2_006 → PARV2_108 → PARV2_079 → PARV2_006,2.013,0.671,3_pares
PARV2_006,PARV2_235,PARV2_079,PARV2_006 → PARV2_235 → PARV2_079 → PARV2_006,2.013,0.671,3_pares
PARV2_032,PARV2_072,PARV2_204,PARV2_032 → PARV2_072 → PARV2_204 → PARV2_032,2.013,0.671,3_pares
PARV2_159,PARV2_204,PARV2_239,PARV2_159 → PARV2_204 → PARV2_239 → PARV2_159,2.013,0.671,3_pares
PARV2_202,PARV2_232,PARV2_239,PARV2_202 → PARV2_232 → PARV2_239 → PARV2_202,2.013,0.671,3_pares
PARV2_065,PARV2_202,PARV2_079,PARV2_065 → PARV2_202 → PARV2_079 → PARV2_065,2.013,0.671,3_pares
PARV2_087,PARV2_172,PARV2_166,PARV2_087 → PARV2_172 → PARV2_166 → PARV2_087,2.013,0.671,3_pares
PARV2_013,PARV2_174,PARV2_014,PARV2_013 → PARV2_174 → PARV2_014 → PARV2_013,2.013,0.671,3_pares
PARV2_021,PARV2_146,PARV2_239,PARV2_021 → PARV2_146 → PARV2_239 → PARV2_021,2.013,0.671,3_pares
PARV2_006,PARV2_200,PARV2_204,PARV2_006 → PARV2_200 → PARV2_204 → PARV2_006,2.013,0.671,3_pares
PARV2_074,PARV2_238,PARV2_108,PARV2_074 → PARV2_238 → PARV2_108 → PARV2_074,2.013,0.671,3_pares
PARV2_021,PARV2_159,PARV2_108,PARV2_021 → PARV2_159 → PARV2_108 → PARV2_021,2.013,0.671,3_pares
PARV2_032,PARV2_133,PARV2_159,PARV2_032 → PARV2_133 → PARV2_159 → PARV2_032,2.013,0.671,3_pares
PARV2_014,PARV2_239,PARV2_204,PARV2_014 → PARV2_239 → PARV2_204 → PARV2_014,2.013,0.671,3_pares
PARV2_074,PARV2_204,PARV2_141,PARV2_074 → PARV2_204 → PARV2_141 → PARV2_074,2.013,0.671,3_pares
PARV2_060,PARV2_121,PARV2_204,PARV2_060 → PARV2_121 → PARV2_204 → PARV2_060,2.013,0.671,3_pares
PARV2_108,PARV2_239,PARV2_235,PARV2_108 → PARV2_239 → PARV2_235 → PARV2_108,2.013,0.671,3_pares
PARV2_065,PARV2_202,PARV2_159,PARV2_065 → PARV2_202 → PARV2_159 → PARV2_065,2.012,0.671,3_pares
PARV2_111,PARV2_122,PARV2_182,PARV2_111 → PARV2_122 → PARV2_182 → PARV2_111,2.012,0.671,3_pares
PARV2_121,PARV2_166,PARV2_125,PARV2_121 → PARV2_166 → PARV2_125 → PARV2_121,2.012,0.671,3_pares
PARV2_006,PARV2_203,PARV2_138,PARV2_006 → PARV2_203 → PARV2_138 → PARV2_006,2.012,0.671,3_pares
PARV2_014,PARV2_138,PARV2_171,PARV2_014 → PARV2_138 → PARV2_171 → PARV2_014,2.012,0.671,3_pares
PARV2_028,PARV2_193,PARV2_204,PARV2_028 → PARV2_193 → PARV2_204 → PARV2_028,2.012,0.671,3_pares
PARV2_072,PARV2_187,PARV2_074,PARV2_072 → PARV2_187 → PARV2_074 → PARV2_072,2.012,0.671,3_pares
PARV2_032,PARV2_181,PARV2_239,PARV2_032 → PARV2_181 → PARV2_239 → PARV2_032,2.012,0.671,3_pares
PARV2_154,PARV2_193,PARV2_159,PARV2_154 → PARV2_193 → PARV2_159 → PARV2_154,2.012,0.671,3_pares
PARV2_072,PARV2_159,PARV2_125,PARV2_072 → PARV2_159 → PARV2_125 → PARV2_072,2.012,0.671,3_pares
PARV2_108,PARV2_171,PARV2_204,PARV2_108 → PARV2_171 → PARV2_204 → PARV2_108,2.012,0.671,3_pares
PARV2_017,PARV2_074,PARV2_141,PARV2_017 → PARV2_074 → PARV2_141 → PARV2_017,2.012,0.671,3_pares
PARV2_017,PARV2_074,PARV2_174,PARV2_017 → PARV2_074 → PARV2_174 → PARV2_017,2.012,0.671,3_pares
PARV2_204,PARV2_235,PARV2_246,PARV2_204 → PARV2_235 → PARV2_246 → PARV2_204,2.012,0.671,3_pares
PARV2_142,PARV2_204,PARV2_163,PARV2_142 → PARV2_204 → PARV2_163 → PARV2_142,2.011,0.67,3_pares
PARV2_113,PARV2_129,PARV2_216,PARV2_113 → PARV2_129 → PARV2_216 → PARV2_113,2.011,0.67,3_pares
PARV2_125,PARV2_171,PARV2_166,PARV2_125 → PARV2_171 → PARV2_166 → PARV2_125,2.011,0.67,3_pares
PARV2_032,PARV2_127,PARV2_166,PARV2_032 → PARV2_127 → PARV2_166 → PARV2_032,2.011,0.67,3_pares
PARV2_074,PARV2_238,PARV2_129,PARV2_074 → PARV2_238 → PARV2_129 → PARV2_074,2.011,0.67,3_pares
PARV2_202,PARV2_239,PARV2_204,PARV2_202 → PARV2_239 → PARV2_204 → PARV2_202,2.011,0.67,3_pares
PARV2_074,PARV2_202,PARV2_182,PARV2_074 → PARV2_202 → PARV2_182 → PARV2_074,2.011,0.67,3_pares
PARV2_021,PARV2_166,PARV2_235,PARV2_021 → PARV2_166 → PARV2_235 → PARV2_021,2.011,0.67,3_pares
PARV2_032,PARV2_210,PARV2_200,PARV2_032 → PARV2_210 → PARV2_200 → PARV2_032,2.01,0.67,3_pares
PARV2_232,PARV2_239,PARV2_235,PARV2_232 → PARV2_239 → PARV2_235 → PARV2_232,2.01,0.67,3_pares
PARV2_049,PARV2_174,PARV2_116,PARV2_049 → PARV2_174 → PARV2_116 → PARV2_049,2.01,0.67,3_pares
PARV2_032,PARV2_111,PARV2_200,PARV2_032 → PARV2_111 → PARV2_200 → PARV2_032,2.01,0.67,3_pares
PARV2_035,PARV2_203,PARV2_138,PARV2_035 → PARV2_203 → PARV2_138 → PARV2_035,2.01,0.67,3_pares
PARV2_098,PARV2_200,PARV2_166,PARV2_098 → PARV2_200 → PARV2_166 → PARV2_098,2.01,0.67,3_pares
PARV2_028,PARV2_134,PARV2_204,PARV2_028 → PARV2_134 → PARV2_204 → PARV2_028,2.01,0.67,3_pares
PARV2_159,PARV2_200,PARV2_194,PARV2_159 → PARV2_200 → PARV2_194 → PARV2_159,2.01,0.67,3_pares
PARV2_068,PARV2_246,PARV2_166,PARV2_068 → PARV2_246 → PARV2_166 → PARV2_068,2.01,0.67,3_pares
PARV2_021,PARV2_142,PARV2_159,PARV2_021 → PARV2_142 → PARV2_159 → PARV2_021,2.01,0.67,3_pares
PARV2_138,PARV2_177,PARV2_198,PARV2_138 → PARV2_177 → PARV2_198 → PARV2_138,2.01,0.67,3_pares
PARV2_127,PARV2_159,PARV2_154,PARV2_127 → PARV2_159 → PARV2_154 → PARV2_127,2.01,0.67,3_pares
PARV2_184,PARV2_239,PARV2_235,PARV2_184 → PARV2_239 → PARV2_235 → PARV2_184,2.01,0.67,3_pares
PARV2_098,PARV2_238,PARV2_172,PARV2_098 → PARV2_238 → PARV2_172 → PARV2_098,2.01,0.67,3_pares
PARV2_032,PARV2_174,PARV2_204,PARV2_032 → PARV2_174 → PARV2_204 → PARV2_032,2.01,0.67,3_pares
PARV2_013,PARV2_174,PARV2_187,PARV2_013 → PARV2_174 → PARV2_187 → PARV2_013,2.01,0.67,3_pares
