par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PAR_026,PAR_101,PAR_027,PAR_026 → PAR_101 → PAR_027 → PAR_026,2.093,0.698,3_pares
PAR_026,PAR_028,PAR_034,PAR_026 → PAR_028 → PAR_034 → PAR_026,2.093,0.698,3_pares
PAR_034,PAR_099,PAR_073,PAR_034 → PAR_099 → PAR_073 → PAR_034,2.093,0.698,3_pares
PAR_034,PAR_064,PAR_075,PAR_034 → PAR_064 → PAR_075 → PAR_034,2.093,0.698,3_pares
PAR_012,PAR_034,PAR_085,PAR_012 → PAR_034 → PAR_085 → PAR_012,2.093,0.698,3_pares
PAR_029,PAR_094,PAR_075,PAR_029 → PAR_094 → PAR_075 → PAR_029,2.093,0.698,3_pares
PAR_037,PAR_058,PAR_117,PAR_037 → PAR_058 → PAR_117 → PAR_037,2.093,0.698,3_pares
PAR_029,PAR_094,PAR_034,PAR_029 → PAR_094 → PAR_034 → PAR_029,2.093,0.698,3_pares
PAR_073,PAR_075,PAR_111,PAR_073 → PAR_075 → PAR_111 → PAR_073,2.093,0.698,3_pares
PAR_012,PAR_021,PAR_040,PAR_012 → PAR_021 → PAR_040 → PAR_012,2.093,0.698,3_pares
PAR_003,PAR_109,PAR_015,PAR_003 → PAR_109 → PAR_015 → PAR_003,2.093,0.698,3_pares
PAR_021,PAR_075,PAR_101,PAR_021 → PAR_075 → PAR_101 → PAR_021,2.093,0.698,3_pares
PAR_024,PAR_029,PAR_075,PAR_024 → PAR_029 → PAR_075 → PAR_024,2.093,0.698,3_pares
PAR_021,PAR_093,PAR_094,PAR_021 → PAR_093 → PAR_094 → PAR_021,2.093,0.698,3_pares
PAR_052,PAR_103,PAR_075,PAR_052 → PAR_103 → PAR_075 → PAR_052,2.092,0.697,3_pares
PAR_053,PAR_061,PAR_065,PAR_053 → PAR_061 → PAR_065 → PAR_053,2.092,0.697,3_pares
PAR_012,PAR_034,PAR_110,PAR_012 → PAR_034 → PAR_110 → PAR_012,2.092,0.697,3_pares
PAR_026,PAR_080,PAR_027,PAR_026 → PAR_080 → PAR_027 → PAR_026,2.092,0.697,3_pares
PAR_034,PAR_120,PAR_075,PAR_034 → PAR_120 → PAR_075 → PAR_034,2.092,0.697,3_pares
PAR_038,PAR_075,PAR_046,PAR_038 → PAR_075 → PAR_046 → PAR_038,2.092,0.697,3_pares
PAR_028,PAR_061,PAR_058,PAR_028 → PAR_061 → PAR_058 → PAR_028,2.092,0.697,3_pares
PAR_027,PAR_061,PAR_070,PAR_027 → PAR_061 → PAR_070 → PAR_027,2.092,0.697,3_pares
PAR_053,PAR_080,PAR_070,PAR_053 → PAR_080 → PAR_070 → PAR_053,2.092,0.697,3_pares
PAR_034,PAR_075,PAR_099,PAR_034 → PAR_075 → PAR_099 → PAR_034,2.092,0.697,3_pares
PAR_030,PAR_094,PAR_046,PAR_030 → PAR_094 → PAR_046 → PAR_030,2.092,0.697,3_pares
PAR_015,PAR_028,PAR_027,PAR_015 → PAR_028 → PAR_027 → PAR_015,2.092,0.697,3_pares
PAR_002,PAR_061,PAR_103,PAR_002 → PAR_061 → PAR_103 → PAR_002,2.092,0.697,3_pares
PAR_070,PAR_110,PAR_090,PAR_070 → PAR_110 → PAR_090 → PAR_070,2.092,0.697,3_pares
PAR_068,PAR_070,PAR_111,PAR_068 → PAR_070 → PAR_111 → PAR_068,2.092,0.697,3_pares
PAR_003,PAR_021,PAR_015,PAR_003 → PAR_021 → PAR_015 → PAR_003,2.091,0.697,3_pares
PAR_015,PAR_055,PAR_038,PAR_015 → PAR_055 → PAR_038 → PAR_015,2.091,0.697,3_pares
PAR_014,PAR_015,PAR_099,PAR_014 → PAR_015 → PAR_099 → PAR_014,2.091,0.697,3_pares
PAR_058,PAR_068,PAR_061,PAR_058 → PAR_068 → PAR_061 → PAR_058,2.091,0.697,3_pares
PAR_058,PAR_067,PAR_094,PAR_058 → PAR_067 → PAR_094 → PAR_058,2.091,0.697,3_pares
PAR_046,PAR_110,PAR_094,PAR_046 → PAR_110 → PAR_094 → PAR_046,2.091,0.697,3_pares
PAR_037,PAR_097,PAR_061,PAR_037 → PAR_097 → PAR_061 → PAR_037,2.091,0.697,3_pares
PAR_034,PAR_101,PAR_069,PAR_034 → PAR_101 → PAR_069 → PAR_034,2.091,0.697,3_pares
PAR_034,PAR_068,PAR_070,PAR_034 → PAR_068 → PAR_070 → PAR_034,2.091,0.697,3_pares
PAR_021,PAR_096,PAR_094,PAR_021 → PAR_096 → PAR_094 → PAR_021,2.091,0.697,3_pares
PAR_030,PAR_109,PAR_052,PAR_030 → PAR_109 → PAR_052 → PAR_030,2.091,0.697,3_pares
PAR_061,PAR_099,PAR_093,PAR_061 → PAR_099 → PAR_093 → PAR_061,2.091,0.697,3_pares
PAR_002,PAR_090,PAR_037,PAR_002 → PAR_090 → PAR_037 → PAR_002,2.091,0.697,3_pares
PAR_021,PAR_034,PAR_080,PAR_021 → PAR_034 → PAR_080 → PAR_021,2.091,0.697,3_pares
PAR_069,PAR_111,PAR_080,PAR_069 → PAR_111 → PAR_080 → PAR_069,2.09,0.697,3_pares
PAR_061,PAR_075,PAR_097,PAR_061 → PAR_075 → PAR_097 → PAR_061,2.09,0.697,3_pares
PAR_002,PAR_090,PAR_075,PAR_002 → PAR_090 → PAR_075 → PAR_002,2.09,0.697,3_pares
PAR_027,PAR_080,PAR_070,PAR_027 → PAR_080 → PAR_070 → PAR_027,2.09,0.697,3_pares
PAR_021,PAR_052,PAR_070,PAR_021 → PAR_052 → PAR_070 → PAR_021,2.09,0.697,3_pares
PAR_058,PAR_075,PAR_103,PAR_058 → PAR_075 → PAR_103 → PAR_058,2.09,0.697,3_pares
PAR_021,PAR_061,PAR_046,PAR_021 → PAR_061 → PAR_046 → PAR_021,2.09,0.697,3_pares
PAR_064,PAR_117,PAR_070,PAR_064 → PAR_117 → PAR_070 → PAR_064,2.09,0.697,3_pares
PAR_068,PAR_069,PAR_109,PAR_068 → PAR_069 → PAR_109 → PAR_068,2.09,0.697,3_pares
PAR_037,PAR_053,PAR_120,PAR_037 → PAR_053 → PAR_120 → PAR_037,2.09,0.697,3_pares
PAR_058,PAR_109,PAR_070,PAR_058 → PAR_109 → PAR_070 → PAR_058,2.09,0.697,3_pares
PAR_021,PAR_058,PAR_057,PAR_021 → PAR_058 → PAR_057 → PAR_021,2.09,0.697,3_pares
PAR_038,PAR_051,PAR_055,PAR_038 → PAR_051 → PAR_055 → PAR_038,2.09,0.697,3_pares
PAR_053,PAR_093,PAR_092,PAR_053 → PAR_093 → PAR_092 → PAR_053,2.09,0.697,3_pares
PAR_015,PAR_091,PAR_037,PAR_015 → PAR_091 → PAR_037 → PAR_015,2.09,0.697,3_pares
PAR_028,PAR_094,PAR_058,PAR_028 → PAR_094 → PAR_058 → PAR_028,2.089,0.696,3_pares
PAR_055,PAR_109,PAR_058,PAR_055 → PAR_109 → PAR_058 → PAR_055,2.089,0.696,3_pares
PAR_069,PAR_111,PAR_094,PAR_069 → PAR_111 → PAR_094 → PAR_069,2.089,0.696,3_pares
PAR_046,PAR_092,PAR_099,PAR_046 → PAR_092 → PAR_099 → PAR_046,2.089,0.696,3_pares
PAR_021,PAR_046,PAR_101,PAR_021 → PAR_046 → PAR_101 → PAR_021,2.089,0.696,3_pares
PAR_039,PAR_069,PAR_111,PAR_039 → PAR_069 → PAR_111 → PAR_039,2.089,0.696,3_pares
PAR_051,PAR_053,PAR_117,PAR_051 → PAR_053 → PAR_117 → PAR_051,2.089,0.696,3_pares
PAR_027,PAR_039,PAR_070,PAR_027 → PAR_039 → PAR_070 → PAR_027,2.089,0.696,3_pares
PAR_052,PAR_058,PAR_075,PAR_052 → PAR_058 → PAR_075 → PAR_052,2.089,0.696,3_pares
PAR_034,PAR_046,PAR_073,PAR_034 → PAR_046 → PAR_073 → PAR_034,2.089,0.696,3_pares
PAR_037,PAR_053,PAR_064,PAR_037 → PAR_053 → PAR_064 → PAR_037,2.089,0.696,3_pares
PAR_040,PAR_061,PAR_094,PAR_040 → PAR_061 → PAR_094 → PAR_040,2.089,0.696,3_pares
PAR_061,PAR_111,PAR_073,PAR_061 → PAR_111 → PAR_073 → PAR_061,2.089,0.696,3_pares
PAR_055,PAR_090,PAR_065,PAR_055 → PAR_090 → PAR_065 → PAR_055,2.089,0.696,3_pares
PAR_064,PAR_093,PAR_094,PAR_064 → PAR_093 → PAR_094 → PAR_064,2.089,0.696,3_pares
PAR_034,PAR_046,PAR_096,PAR_034 → PAR_046 → PAR_096 → PAR_034,2.089,0.696,3_pares
PAR_003,PAR_070,PAR_030,PAR_003 → PAR_070 → PAR_030 → PAR_003,2.089,0.696,3_pares
PAR_037,PAR_101,PAR_111,PAR_037 → PAR_101 → PAR_111 → PAR_037,2.089,0.696,3_pares
PAR_003,PAR_070,PAR_033,PAR_003 → PAR_070 → PAR_033 → PAR_003,2.089,0.696,3_pares
PAR_003,PAR_027,PAR_061,PAR_003 → PAR_027 → PAR_061 → PAR_003,2.089,0.696,3_pares
PAR_070,PAR_085,PAR_109,PAR_070 → PAR_085 → PAR_109 → PAR_070,2.088,0.696,3_pares
PAR_058,PAR_117,PAR_061,PAR_058 → PAR_117 → PAR_061 → PAR_058,2.088,0.696,3_pares
PAR_029,PAR_070,PAR_090,PAR_029 → PAR_070 → PAR_090 → PAR_029,2.088,0.696,3_pares
PAR_003,PAR_021,PAR_052,PAR_003 → PAR_021 → PAR_052 → PAR_003,2.088,0.696,3_pares
PAR_053,PAR_073,PAR_092,PAR_053 → PAR_073 → PAR_092 → PAR_053,2.088,0.696,3_pares
PAR_037,PAR_097,PAR_094,PAR_037 → PAR_097 → PAR_094 → PAR_037,2.088,0.696,3_pares
PAR_075,PAR_099,PAR_101,PAR_075 → PAR_099 → PAR_101 → PAR_075,2.088,0.696,3_pares
PAR_093,PAR_094,PAR_099,PAR_093 → PAR_094 → PAR_099 → PAR_093,2.088,0.696,3_pares
PAR_046,PAR_073,PAR_111,PAR_046 → PAR_073 → PAR_111 → PAR_046,2.088,0.696,3_pares
PAR_046,PAR_053,PAR_109,PAR_046 → PAR_053 → PAR_109 → PAR_046,2.088,0.696,3_pares
PAR_070,PAR_111,PAR_117,PAR_070 → PAR_111 → PAR_117 → PAR_070,2.088,0.696,3_pares
PAR_037,PAR_067,PAR_069,PAR_037 → PAR_067 → PAR_069 → PAR_037,2.088,0.696,3_pares
PAR_029,PAR_094,PAR_080,PAR_029 → PAR_094 → PAR_080 → PAR_029,2.088,0.696,3_pares
PAR_015,PAR_032,PAR_090,PAR_015 → PAR_032 → PAR_090 → PAR_015,2.088,0.696,3_pares
PAR_016,PAR_075,PAR_061,PAR_016 → PAR_075 → PAR_061 → PAR_016,2.088,0.696,3_pares
PAR_021,PAR_070,PAR_058,PAR_021 → PAR_070 → PAR_058 → PAR_021,2.088,0.696,3_pares
PAR_034,PAR_117,PAR_070,PAR_034 → PAR_117 → PAR_070 → PAR_034,2.088,0.696,3_pares
PAR_034,PAR_093,PAR_094,PAR_034 → PAR_093 → PAR_094 → PAR_034,2.088,0.696,3_pares
PAR_034,PAR_117,PAR_090,PAR_034 → PAR_117 → PAR_090 → PAR_034,2.088,0.696,3_pares
PAR_034,PAR_037,PAR_046,PAR_034 → PAR_037 → PAR_046 → PAR_034,2.088,0.696,3_pares
PAR_012,PAR_037,PAR_038,PAR_012 → PAR_037 → PAR_038 → PAR_012,2.088,0.696,3_pares
PAR_003,PAR_109,PAR_058,PAR_003 → PAR_109 → PAR_058 → PAR_003,2.088,0.696,3_pares
PAR_032,PAR_075,PAR_061,PAR_032 → PAR_075 → PAR_061 → PAR_032,2.088,0.696,3_pares
PAR_021,PAR_052,PAR_055,PAR_021 → PAR_052 → PAR_055 → PAR_021,2.088,0.696,3_pares
PAR_052,PAR_096,PAR_070,PAR_052 → PAR_096 → PAR_070 → PAR_052,2.087,0.696,3_pares
PAR_003,PAR_090,PAR_029,PAR_003 → PAR_090 → PAR_029 → PAR_003,2.087,0.696,3_pares
PAR_075,PAR_097,PAR_094,PAR_075 → PAR_097 → PAR_094 → PAR_075,2.087,0.696,3_pares
PAR_021,PAR_058,PAR_055,PAR_021 → PAR_058 → PAR_055 → PAR_021,2.087,0.696,3_pares
PAR_003,PAR_111,PAR_015,PAR_003 → PAR_111 → PAR_015 → PAR_003,2.087,0.696,3_pares
PAR_032,PAR_075,PAR_046,PAR_032 → PAR_075 → PAR_046 → PAR_032,2.087,0.696,3_pares
PAR_003,PAR_015,PAR_099,PAR_003 → PAR_015 → PAR_099 → PAR_003,2.087,0.696,3_pares
PAR_007,PAR_012,PAR_027,PAR_007 → PAR_012 → PAR_027 → PAR_007,2.087,0.696,3_pares
PAR_051,PAR_091,PAR_075,PAR_051 → PAR_091 → PAR_075 → PAR_051,2.087,0.696,3_pares
PAR_012,PAR_027,PAR_058,PAR_012 → PAR_027 → PAR_058 → PAR_012,2.087,0.696,3_pares
PAR_052,PAR_120,PAR_070,PAR_052 → PAR_120 → PAR_070 → PAR_052,2.087,0.696,3_pares
PAR_026,PAR_103,PAR_034,PAR_026 → PAR_103 → PAR_034 → PAR_026,2.087,0.696,3_pares
PAR_021,PAR_109,PAR_117,PAR_021 → PAR_109 → PAR_117 → PAR_021,2.087,0.696,3_pares
PAR_034,PAR_103,PAR_057,PAR_034 → PAR_103 → PAR_057 → PAR_034,2.087,0.696,3_pares
PAR_034,PAR_099,PAR_101,PAR_034 → PAR_099 → PAR_101 → PAR_034,2.087,0.696,3_pares
PAR_046,PAR_076,PAR_094,PAR_046 → PAR_076 → PAR_094 → PAR_046,2.086,0.695,3_pares
PAR_027,PAR_058,PAR_028,PAR_027 → PAR_058 → PAR_028 → PAR_027,2.086,0.695,3_pares
PAR_029,PAR_075,PAR_068,PAR_029 → PAR_075 → PAR_068 → PAR_029,2.086,0.695,3_pares
PAR_075,PAR_111,PAR_094,PAR_075 → PAR_111 → PAR_094 → PAR_075,2.086,0.695,3_pares
PAR_028,PAR_070,PAR_053,PAR_028 → PAR_070 → PAR_053 → PAR_028,2.086,0.695,3_pares
PAR_002,PAR_003,PAR_034,PAR_002 → PAR_003 → PAR_034 → PAR_002,2.086,0.695,3_pares
PAR_046,PAR_064,PAR_061,PAR_046 → PAR_064 → PAR_061 → PAR_046,2.086,0.695,3_pares
PAR_007,PAR_028,PAR_027,PAR_007 → PAR_028 → PAR_027 → PAR_007,2.086,0.695,3_pares
PAR_053,PAR_068,PAR_070,PAR_053 → PAR_068 → PAR_070 → PAR_053,2.086,0.695,3_pares
PAR_016,PAR_094,PAR_037,PAR_016 → PAR_094 → PAR_037 → PAR_016,2.086,0.695,3_pares
PAR_021,PAR_070,PAR_085,PAR_021 → PAR_070 → PAR_085 → PAR_021,2.086,0.695,3_pares
PAR_070,PAR_109,PAR_110,PAR_070 → PAR_109 → PAR_110 → PAR_070,2.086,0.695,3_pares
PAR_075,PAR_103,PAR_091,PAR_075 → PAR_103 → PAR_091 → PAR_075,2.086,0.695,3_pares
PAR_027,PAR_037,PAR_073,PAR_027 → PAR_037 → PAR_073 → PAR_027,2.086,0.695,3_pares
PAR_068,PAR_075,PAR_109,PAR_068 → PAR_075 → PAR_109 → PAR_068,2.086,0.695,3_pares
PAR_012,PAR_021,PAR_111,PAR_012 → PAR_021 → PAR_111 → PAR_012,2.086,0.695,3_pares
PAR_003,PAR_034,PAR_015,PAR_003 → PAR_034 → PAR_015 → PAR_003,2.086,0.695,3_pares
PAR_012,PAR_038,PAR_075,PAR_012 → PAR_038 → PAR_075 → PAR_012,2.086,0.695,3_pares
PAR_003,PAR_027,PAR_039,PAR_003 → PAR_027 → PAR_039 → PAR_003,2.086,0.695,3_pares
PAR_003,PAR_021,PAR_058,PAR_003 → PAR_021 → PAR_058 → PAR_003,2.086,0.695,3_pares
PAR_024,PAR_029,PAR_094,PAR_024 → PAR_029 → PAR_094 → PAR_024,2.086,0.695,3_pares
PAR_052,PAR_091,PAR_075,PAR_052 → PAR_091 → PAR_075 → PAR_052,2.086,0.695,3_pares
PAR_003,PAR_051,PAR_099,PAR_003 → PAR_051 → PAR_099 → PAR_003,2.086,0.695,3_pares
PAR_027,PAR_096,PAR_037,PAR_027 → PAR_096 → PAR_037 → PAR_027,2.085,0.695,3_pares
PAR_061,PAR_067,PAR_109,PAR_061 → PAR_067 → PAR_109 → PAR_061,2.085,0.695,3_pares
PAR_053,PAR_093,PAR_061,PAR_053 → PAR_093 → PAR_061 → PAR_053,2.085,0.695,3_pares
PAR_058,PAR_117,PAR_094,PAR_058 → PAR_117 → PAR_094 → PAR_058,2.085,0.695,3_pares
PAR_028,PAR_038,PAR_092,PAR_028 → PAR_038 → PAR_092 → PAR_028,2.085,0.695,3_pares
PAR_073,PAR_094,PAR_111,PAR_073 → PAR_094 → PAR_111 → PAR_073,2.085,0.695,3_pares
PAR_034,PAR_099,PAR_039,PAR_034 → PAR_099 → PAR_039 → PAR_034,2.085,0.695,3_pares
PAR_034,PAR_099,PAR_080,PAR_034 → PAR_099 → PAR_080 → PAR_034,2.085,0.695,3_pares
PAR_034,PAR_099,PAR_094,PAR_034 → PAR_099 → PAR_094 → PAR_034,2.085,0.695,3_pares
PAR_024,PAR_034,PAR_075,PAR_024 → PAR_034 → PAR_075 → PAR_024,2.085,0.695,3_pares
PAR_051,PAR_055,PAR_111,PAR_051 → PAR_055 → PAR_111 → PAR_051,2.085,0.695,3_pares
PAR_016,PAR_094,PAR_075,PAR_016 → PAR_094 → PAR_075 → PAR_016,2.085,0.695,3_pares
PAR_037,PAR_068,PAR_038,PAR_037 → PAR_068 → PAR_038 → PAR_037,2.085,0.695,3_pares
PAR_037,PAR_070,PAR_102,PAR_037 → PAR_070 → PAR_102 → PAR_037,2.085,0.695,3_pares
PAR_058,PAR_096,PAR_070,PAR_058 → PAR_096 → PAR_070 → PAR_058,2.085,0.695,3_pares
PAR_075,PAR_103,PAR_110,PAR_075 → PAR_103 → PAR_110 → PAR_075,2.085,0.695,3_pares
PAR_012,PAR_021,PAR_016,PAR_012 → PAR_021 → PAR_016 → PAR_012,2.085,0.695,3_pares
PAR_012,PAR_027,PAR_090,PAR_012 → PAR_027 → PAR_090 → PAR_012,2.085,0.695,3_pares
PAR_018,PAR_101,PAR_109,PAR_018 → PAR_101 → PAR_109 → PAR_018,2.084,0.695,3_pares
PAR_021,PAR_070,PAR_110,PAR_021 → PAR_070 → PAR_110 → PAR_021,2.084,0.695,3_pares
PAR_061,PAR_094,PAR_097,PAR_061 → PAR_094 → PAR_097 → PAR_061,2.084,0.695,3_pares
PAR_003,PAR_070,PAR_076,PAR_003 → PAR_070 → PAR_076 → PAR_003,2.084,0.695,3_pares
PAR_061,PAR_099,PAR_101,PAR_061 → PAR_099 → PAR_101 → PAR_061,2.084,0.695,3_pares
PAR_027,PAR_075,PAR_037,PAR_027 → PAR_075 → PAR_037 → PAR_027,2.084,0.695,3_pares
PAR_058,PAR_094,PAR_103,PAR_058 → PAR_094 → PAR_103 → PAR_058,2.084,0.695,3_pares
PAR_053,PAR_120,PAR_061,PAR_053 → PAR_120 → PAR_061 → PAR_053,2.084,0.695,3_pares
PAR_005,PAR_021,PAR_058,PAR_005 → PAR_021 → PAR_058 → PAR_005,2.084,0.695,3_pares
PAR_003,PAR_037,PAR_102,PAR_003 → PAR_037 → PAR_102 → PAR_003,2.084,0.695,3_pares
PAR_034,PAR_070,PAR_052,PAR_034 → PAR_070 → PAR_052 → PAR_034,2.084,0.695,3_pares
PAR_069,PAR_109,PAR_103,PAR_069 → PAR_109 → PAR_103 → PAR_069,2.084,0.695,3_pares
PAR_046,PAR_067,PAR_109,PAR_046 → PAR_067 → PAR_109 → PAR_046,2.084,0.695,3_pares
PAR_037,PAR_058,PAR_110,PAR_037 → PAR_058 → PAR_110 → PAR_037,2.084,0.695,3_pares
PAR_061,PAR_111,PAR_080,PAR_061 → PAR_111 → PAR_080 → PAR_061,2.083,0.694,3_pares
PAR_007,PAR_051,PAR_053,PAR_007 → PAR_051 → PAR_053 → PAR_007,2.083,0.694,3_pares
PAR_012,PAR_061,PAR_038,PAR_012 → PAR_061 → PAR_038 → PAR_012,2.083,0.694,3_pares
PAR_018,PAR_101,PAR_021,PAR_018 → PAR_101 → PAR_021 → PAR_018,2.083,0.694,3_pares
PAR_007,PAR_058,PAR_061,PAR_007 → PAR_058 → PAR_061 → PAR_007,2.083,0.694,3_pares
PAR_007,PAR_090,PAR_034,PAR_007 → PAR_090 → PAR_034 → PAR_007,2.083,0.694,3_pares
PAR_055,PAR_109,PAR_065,PAR_055 → PAR_109 → PAR_065 → PAR_055,2.083,0.694,3_pares
PAR_015,PAR_053,PAR_070,PAR_015 → PAR_053 → PAR_070 → PAR_015,2.083,0.694,3_pares
PAR_099,PAR_117,PAR_109,PAR_099 → PAR_117 → PAR_109 → PAR_099,2.083,0.694,3_pares
PAR_029,PAR_070,PAR_109,PAR_029 → PAR_070 → PAR_109 → PAR_029,2.083,0.694,3_pares
PAR_037,PAR_067,PAR_075,PAR_037 → PAR_067 → PAR_075 → PAR_037,2.083,0.694,3_pares
PAR_046,PAR_101,PAR_111,PAR_046 → PAR_101 → PAR_111 → PAR_046,2.083,0.694,3_pares
PAR_029,PAR_037,PAR_103,PAR_029 → PAR_037 → PAR_103 → PAR_029,2.083,0.694,3_pares
PAR_068,PAR_069,PAR_111,PAR_068 → PAR_069 → PAR_111 → PAR_068,2.083,0.694,3_pares
PAR_030,PAR_069,PAR_070,PAR_030 → PAR_069 → PAR_070 → PAR_030,2.083,0.694,3_pares
PAR_034,PAR_046,PAR_101,PAR_034 → PAR_046 → PAR_101 → PAR_034,2.083,0.694,3_pares
PAR_005,PAR_029,PAR_070,PAR_005 → PAR_029 → PAR_070 → PAR_005,2.083,0.694,3_pares
PAR_027,PAR_068,PAR_070,PAR_027 → PAR_068 → PAR_070 → PAR_027,2.083,0.694,3_pares
PAR_005,PAR_051,PAR_099,PAR_005 → PAR_051 → PAR_099 → PAR_005,2.083,0.694,3_pares
PAR_051,PAR_101,PAR_070,PAR_051 → PAR_101 → PAR_070 → PAR_051,2.083,0.694,3_pares
PAR_003,PAR_109,PAR_110,PAR_003 → PAR_109 → PAR_110 → PAR_003,2.083,0.694,3_pares
PAR_053,PAR_101,PAR_092,PAR_053 → PAR_101 → PAR_092 → PAR_053,2.083,0.694,3_pares
PAR_061,PAR_103,PAR_070,PAR_061 → PAR_103 → PAR_070 → PAR_061,2.083,0.694,3_pares
PAR_061,PAR_103,PAR_085,PAR_061 → PAR_103 → PAR_085 → PAR_061,2.083,0.694,3_pares
PAR_015,PAR_103,PAR_028,PAR_015 → PAR_103 → PAR_028 → PAR_015,2.083,0.694,3_pares
PAR_053,PAR_061,PAR_092,PAR_053 → PAR_061 → PAR_092 → PAR_053,2.083,0.694,3_pares
PAR_003,PAR_021,PAR_114,PAR_003 → PAR_021 → PAR_114 → PAR_003,2.083,0.694,3_pares
PAR_070,PAR_102,PAR_075,PAR_070 → PAR_102 → PAR_075 → PAR_070,2.083,0.694,3_pares
PAR_064,PAR_090,PAR_070,PAR_064 → PAR_090 → PAR_070 → PAR_064,2.082,0.694,3_pares
PAR_029,PAR_075,PAR_103,PAR_029 → PAR_075 → PAR_103 → PAR_029,2.082,0.694,3_pares
PAR_026,PAR_103,PAR_053,PAR_026 → PAR_103 → PAR_053 → PAR_026,2.082,0.694,3_pares
PAR_007,PAR_070,PAR_034,PAR_007 → PAR_070 → PAR_034 → PAR_007,2.082,0.694,3_pares
PAR_012,PAR_034,PAR_097,PAR_012 → PAR_034 → PAR_097 → PAR_012,2.082,0.694,3_pares
PAR_046,PAR_064,PAR_094,PAR_046 → PAR_064 → PAR_094 → PAR_046,2.082,0.694,3_pares
PAR_053,PAR_117,PAR_070,PAR_053 → PAR_117 → PAR_070 → PAR_053,2.082,0.694,3_pares
PAR_018,PAR_032,PAR_037,PAR_018 → PAR_032 → PAR_037 → PAR_018,2.082,0.694,3_pares
PAR_015,PAR_091,PAR_094,PAR_015 → PAR_091 → PAR_094 → PAR_015,2.082,0.694,3_pares
PAR_021,PAR_045,PAR_080,PAR_021 → PAR_045 → PAR_080 → PAR_021,2.082,0.694,3_pares
PAR_070,PAR_097,PAR_090,PAR_070 → PAR_097 → PAR_090 → PAR_070,2.082,0.694,3_pares
PAR_003,PAR_075,PAR_102,PAR_003 → PAR_075 → PAR_102 → PAR_003,2.082,0.694,3_pares
PAR_057,PAR_070,PAR_111,PAR_057 → PAR_070 → PAR_111 → PAR_057,2.082,0.694,3_pares
PAR_034,PAR_068,PAR_069,PAR_034 → PAR_068 → PAR_069 → PAR_034,2.082,0.694,3_pares
PAR_034,PAR_109,PAR_117,PAR_034 → PAR_109 → PAR_117 → PAR_034,2.082,0.694,3_pares
PAR_070,PAR_112,PAR_109,PAR_070 → PAR_112 → PAR_109 → PAR_070,2.082,0.694,3_pares
PAR_094,PAR_099,PAR_101,PAR_094 → PAR_099 → PAR_101 → PAR_094,2.081,0.694,3_pares
PAR_003,PAR_111,PAR_058,PAR_003 → PAR_111 → PAR_058 → PAR_003,2.081,0.694,3_pares
PAR_001,PAR_003,PAR_027,PAR_001 → PAR_003 → PAR_027 → PAR_001,2.081,0.694,3_pares
PAR_090,PAR_094,PAR_103,PAR_090 → PAR_094 → PAR_103 → PAR_090,2.081,0.694,3_pares
PAR_094,PAR_101,PAR_111,PAR_094 → PAR_101 → PAR_111 → PAR_094,2.081,0.694,3_pares
PAR_018,PAR_032,PAR_075,PAR_018 → PAR_032 → PAR_075 → PAR_018,2.081,0.694,3_pares
PAR_014,PAR_021,PAR_109,PAR_014 → PAR_021 → PAR_109 → PAR_014,2.081,0.694,3_pares
PAR_070,PAR_111,PAR_090,PAR_070 → PAR_111 → PAR_090 → PAR_070,2.081,0.694,3_pares
PAR_027,PAR_120,PAR_061,PAR_027 → PAR_120 → PAR_061 → PAR_027,2.081,0.694,3_pares
PAR_028,PAR_029,PAR_094,PAR_028 → PAR_029 → PAR_094 → PAR_028,2.081,0.694,3_pares
PAR_021,PAR_057,PAR_029,PAR_021 → PAR_057 → PAR_029 → PAR_021,2.081,0.694,3_pares
PAR_069,PAR_109,PAR_102,PAR_069 → PAR_109 → PAR_102 → PAR_069,2.081,0.694,3_pares
PAR_052,PAR_101,PAR_070,PAR_052 → PAR_101 → PAR_070 → PAR_052,2.081,0.694,3_pares
PAR_034,PAR_101,PAR_094,PAR_034 → PAR_101 → PAR_094 → PAR_034,2.081,0.694,3_pares
PAR_021,PAR_052,PAR_069,PAR_021 → PAR_052 → PAR_069 → PAR_021,2.081,0.694,3_pares
PAR_032,PAR_061,PAR_094,PAR_032 → PAR_061 → PAR_094 → PAR_032,2.081,0.694,3_pares
PAR_034,PAR_046,PAR_039,PAR_034 → PAR_046 → PAR_039 → PAR_034,2.081,0.694,3_pares
PAR_021,PAR_029,PAR_070,PAR_021 → PAR_029 → PAR_070 → PAR_021,2.081,0.694,3_pares
PAR_046,PAR_099,PAR_094,PAR_046 → PAR_099 → PAR_094 → PAR_046,2.081,0.694,3_pares
PAR_026,PAR_091,PAR_075,PAR_026 → PAR_091 → PAR_075 → PAR_026,2.081,0.694,3_pares
PAR_027,PAR_037,PAR_101,PAR_027 → PAR_037 → PAR_101 → PAR_027,2.08,0.693,3_pares
PAR_026,PAR_103,PAR_027,PAR_026 → PAR_103 → PAR_027 → PAR_026,2.08,0.693,3_pares
PAR_051,PAR_053,PAR_110,PAR_051 → PAR_053 → PAR_110 → PAR_051,2.08,0.693,3_pares
PAR_027,PAR_061,PAR_037,PAR_027 → PAR_061 → PAR_037 → PAR_027,2.08,0.693,3_pares
